X	HV102_Abd	HV102_Eye	HV102_Leg	HV102_Meso	HV102_Ovi	HV102_Pro	HV102_Wing2	HV102_Wing3	HV3a_Abd	HV3a_Eye	HV3a_Leg	HV3a_Meso	HV3a_Ovi	HV3a_Pro	HV3a_Wing2	HV3a_Wing3	HV7_Abd	HV7_Leg	HV7_Meso	HV7_Pro	HV7_Wing2	id
HV102_Leg_TRINITY_DN16443_c0_g1	96.02	130.23	266.49	138.38	388.26	77.86	170.97	274.95	97.92	115.54	32.55	71.23	201.05	13.62	214.13	190.63	77.23	23.49	9.55	12.11	41.19	HV102_Leg_TRINITY_DN16443_c0_g1
HV102_Wing2_TRINITY_DN26269_c0_g1	131	217	437	415	652	239	427	521	200	162	173	353	230	97	311	519	127	82	51	49	80	HV102_Wing2_TRINITY_DN26269_c0_g1
HV102_Wing2_TRINITY_DN29594_c0_g1	45.21	65.75	132.15	202.93	141.49	83.6	301.23	332.4	63.66	129.03	79.35	85.7	170.63	58.82	107.52	204.94	88.29	35.27	25	20.35	55.72	HV102_Wing2_TRINITY_DN29594_c0_g1
HV102_Abd_TRINITY_DN22234_c1_g5	99	8	9	9	25	3	4	2	2	22	9	1	11	3	6	1	31	22	9	15	26	HV102_Abd_TRINITY_DN22234_c1_g5
HV102_Ovi_TRINITY_DN19152_c0_g1	57.78	130.18	152.13	116.42	156.31	82.6	97.37	104.36	115.78	78.81	20.31	87.11	124.05	34.68	76.14	205.79	66.63	11.37	3.63	13.96	13.55	HV102_Ovi_TRINITY_DN19152_c0_g1
HV102_Eye_TRINITY_DN19363_c0_g1	240	361	798	938	997	416	1084	1346	312	324	290	636	362	239	426	836	336	207	120	124	264	HV102_Eye_TRINITY_DN19363_c0_g1
HV102_Ovi_TRINITY_DN15154_c0_g1	0	0	0	1	80	0	0	7	0	13	0	0	0	0	0	4	0	60	5	3	3	HV102_Ovi_TRINITY_DN15154_c0_g1
HV102_Abd_TRINITY_DN19228_c3_g3	262.96	307	408	284	112.55	196	282	354	230	491	226	116	181	76	109	146	886	91	21	52	52	HV102_Abd_TRINITY_DN19228_c3_g3
HV102_Wing3_TRINITY_DN29767_c2_g1	12.74	14.6	30.98	44.83	32.29	12.19	31.6	100.55	21.94	22.08	20.18	45.76	55.19	10.38	58.38	66.6	33.13	4.75	12.08	0	39.15	HV102_Wing3_TRINITY_DN29767_c2_g1
HV102_Meso_TRINITY_DN1175_c0_g1	3	9	4	8	18	2	1	7	20	10	6	1	8	11	5	2	7	3	0	1	4	HV102_Meso_TRINITY_DN1175_c0_g1
HV102_Eye_TRINITY_DN10960_c0_g1	49	91	138	120	211	92	138	156	70	92	83	82	74	40	73	96	64	32	22	14	41	HV102_Eye_TRINITY_DN10960_c0_g1
HV102_Pro_TRINITY_DN18603_c2_g3	167.83	37.54	35.24	51.59	189.15	51.45	4.49	9.57	175	5.07	0	5.04	33.87	3.31	2	0	156.13	5.35	3	2.37	2.68	HV102_Pro_TRINITY_DN18603_c2_g3
HV102_Eye_TRINITY_DN21534_c0_g2	88	146	344	518	583	261	391	433	198	162	161	306	340	149	333	424	183	64	31	45	68	HV102_Eye_TRINITY_DN21534_c0_g2
HV102_Leg_TRINITY_DN12866_c0_g1	122	39	71	62	103	74	53	36	637	20	93	179	67	106	17	46	158	16	46	44	113	HV102_Leg_TRINITY_DN12866_c0_g1
HV102_Wing2_TRINITY_DN27463_c0_g2	72	85	57	107	54	46	280	362	75	333	107	97	200	83	97	304	93	30	23	30	83	HV102_Wing2_TRINITY_DN27463_c0_g2
HV102_Eye_TRINITY_DN22142_c1_g1	0.61	0	0	2.8	2	2.79	9.57	13.53	30.26	2	0	35.63	10.92	1.1	0	8.19	0	4.68	1	8.91	5.39	HV102_Eye_TRINITY_DN22142_c1_g1
HV102_Wing3_TRINITY_DN33372_c2_g1	77	40.91	70	39.54	37.54	24	137.89	193.07	60.71	119.66	59	33	165	47.25	104	197.14	67.15	17.66	16	22.38	33.22	HV102_Wing3_TRINITY_DN33372_c2_g1
HV102_Wing2_TRINITY_DN30256_c2_g1	374	694	1179.01	1355.84	1226.35	654	1816.11	2333.06	942.46	873.44	646.19	1054.2	1961.64	467.67	1022	2827.35	865.15	505	325	441	622	HV102_Wing2_TRINITY_DN30256_c2_g1
HV102_Wing2_TRINITY_DN29110_c0_g1	83	125	213	229	115	102	486	656	100	267	160	156	334	95	154	480	127	52	24	30	128	HV102_Wing2_TRINITY_DN29110_c0_g1
HV102_Abd_TRINITY_DN20529_c0_g1	18515	1464	4131	3931	11400	2466	3981	4440	20230	1287	1298	3450	6435	1538	2062	3664	11091	295	315	282	432	HV102_Abd_TRINITY_DN20529_c0_g1
HV102_Eye_TRINITY_DN18676_c0_g2	6	257.64	47	24	11	22.58	154.65	35	8	71	75	6	10	8	21	27	3	7	2	0	8	HV102_Eye_TRINITY_DN18676_c0_g2
HV102_Meso_TRINITY_DN17253_c0_g1	71	163	608	182	251	338	89	77	578	250	333	453	134	532	317	307	123	515	82	156	134	HV102_Meso_TRINITY_DN17253_c0_g1
HV102_Wing2_TRINITY_DN16961_c0_g1	0	1	0	0	0	0	4	0	0	0	1	1	1	0	0	4	0	0	0	0	0	HV102_Wing2_TRINITY_DN16961_c0_g1
HV102_Wing3_TRINITY_DN30433_c0_g1	485.62	229.02	849.24	333.88	554.75	225.53	464.42	494.01	747.42	178.1	774.63	1035.05	429.04	501.78	565.58	687.55	0	0	0	1.42	0	HV102_Wing3_TRINITY_DN30433_c0_g1
HV102_Wing3_TRINITY_DN25431_c0_g1	3	0	3	9	4	1	53	96	2	1	3	1	5	0	40	140	0	0	0	0	8	HV102_Wing3_TRINITY_DN25431_c0_g1
HV102_Eye_TRINITY_DN22550_c0_g1	0	8	3	3	3	0	4	7	3	25	4	5	3	0	3	13.75	5	1	0	0	1	HV102_Eye_TRINITY_DN22550_c0_g1
HV102_Meso_TRINITY_DN19798_c0_g1	423	284	748	828	862	471	925	1052	497	405	412	396	579	254	746	625	528	218	83	125	425	HV102_Meso_TRINITY_DN19798_c0_g1
HV102_Eye_TRINITY_DN21975_c1_g1	319.95	3153.55	642.33	1066.75	682.69	292.21	489.43	786.71	340.8	2952.8	359.61	342.53	318.61	144.42	142.66	251.1	448.19	302.43	45.66	112.89	77.03	HV102_Eye_TRINITY_DN21975_c1_g1
HV102_Meso_TRINITY_DN19669_c0_g1	166	249	392	1222	226	193	300	513	281	297	422	1242	444	70	48	206	330	79	73	34	42	HV102_Meso_TRINITY_DN19669_c0_g1
HV102_Eye_TRINITY_DN19050_c0_g1	244	270	523	524	885	282	620	708	306	158	279	240	346	159	291	400	455	79	25	63	120	HV102_Eye_TRINITY_DN19050_c0_g1
HV102_Meso_TRINITY_DN17344_c4_g1	310.38	431.75	626.5	650.01	776.68	443.86	849.6	956.16	543.12	765.04	423.05	455.41	657.73	432.17	579.87	969.32	833.49	586.28	188.79	602.02	696.94	HV102_Meso_TRINITY_DN17344_c4_g1
HV102_Ovi_TRINITY_DN13272_c0_g1	7	34	65	77	139	31	110	123	17	61	37	53	65	35	94	147	14	11	2	19	21	HV102_Ovi_TRINITY_DN13272_c0_g1
HV102_Abd_TRINITY_DN5154_c0_g1	107	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	122	0	0	0	0	HV102_Abd_TRINITY_DN5154_c0_g1
HV102_Wing3_TRINITY_DN31188_c2_g1	75.31	82.16	177.34	162.53	130.13	93.75	356.09	518.72	67.81	87.75	63.99	102.97	128.65	44.26	86.19	162.15	121.72	44.34	25.88	30.52	83.11	HV102_Wing3_TRINITY_DN31188_c2_g1
HV102_Ovi_TRINITY_DN20086_c0_g1	320.44	50.01	145.46	55.04	112.17	60.11	49.53	46.01	324.09	110.2	80.73	114.1	157.91	91.88	25.42	37.18	891.17	30.23	17.23	27.43	3.36	HV102_Ovi_TRINITY_DN20086_c0_g1
HV102_Abd_TRINITY_DN19922_c0_g1	376	500	1034	654	878	503	725	871	694	690	490	737	815	342	664	1656	414	248	73	173	116	HV102_Abd_TRINITY_DN19922_c0_g1
HV102_Wing3_TRINITY_DN33955_c0_g1	0	0	0	0	1	0	1	9	1	9	0	0	2	2	1	1	2	0	0	1	1	HV102_Wing3_TRINITY_DN33955_c0_g1
HV102_Leg_TRINITY_DN18736_c0_g1	23	9	222	8	13	42	24	23	60	7	167	19	24	33	16	39	37	213	8	15	45	HV102_Leg_TRINITY_DN18736_c0_g1
HV102_Eye_TRINITY_DN21757_c4_g1	57.17	138.48	233.7	352.45	251.6	157.47	460.41	495.18	119.25	182.16	155.05	254.26	246.41	87.04	186.64	335.05	88.1	24.55	24.62	11.7	67.22	HV102_Eye_TRINITY_DN21757_c4_g1
HV102_Abd_TRINITY_DN16046_c0_g1	152	316	641	667	805	336	568	623	187	508	199	425	285	163	363	498	172	111	55	79	138	HV102_Abd_TRINITY_DN16046_c0_g1
HV102_Abd_TRINITY_DN16039_c0_g1	1118	713	2917	3416	4099	1619	3216	4184	1486	776	910	1499	1746	663	2192	2502	904	470	252	261	774	HV102_Abd_TRINITY_DN16039_c0_g1
HV102_Wing3_TRINITY_DN29635_c1_g2	76.21	117.28	330.61	457.33	553.95	122.29	428.24	645.83	70.66	201.43	153.16	88.68	326.03	55.82	240.69	225.29	34.77	17.56	24.01	3.19	30.33	HV102_Wing3_TRINITY_DN29635_c1_g2
HV102_Eye_TRINITY_DN22451_c1_g1	41.66	161.31	87.7	130.09	145.95	39.33	210.91	286.4	71.79	212.97	77.99	116.01	185.44	57.61	66.9	192.04	45.95	25.63	25.86	15.4	19.13	HV102_Eye_TRINITY_DN22451_c1_g1
HV102_Wing3_TRINITY_DN29999_c4_g2	4	2	4	0	0	0	8	8	0	11	8	7	7	1	4	10	2	2	0	3	1	HV102_Wing3_TRINITY_DN29999_c4_g2
HV102_Eye_TRINITY_DN21016_c1_g2	0	30.77	0	0	0	0	0	0	0	36.85	0	0	0	0	0	0	0	0	0	0	0	HV102_Eye_TRINITY_DN21016_c1_g2
HV102_Abd_TRINITY_DN17054_c0_g1	141	222	484	562	594	286	599	716	142	187	154	261	250	107	256	420	151	90	49	62	170	HV102_Abd_TRINITY_DN17054_c0_g1
HV102_Leg_TRINITY_DN20605_c0_g1	4.84	130.36	73.53	28.41	10.43	62.46	3.29	2.06	9.47	247.82	50.27	29.76	10.19	34.71	3.5	3.5	4.4	16.87	25.46	18.54	0	HV102_Leg_TRINITY_DN20605_c0_g1
HV102_Eye_TRINITY_DN11191_c0_g2	2.68	3.17	3.29	1.53	2.37	0	4.28	13.64	9.57	1.57	18.09	41.49	36.82	26.81	4.41	55.18	4.83	3.57	2.69	4.92	0	HV102_Eye_TRINITY_DN11191_c0_g2
HV102_Meso_TRINITY_DN16162_c0_g1	10	22	54	119	31	30	31	33	9	36	24	54	19	12	21	24	16	35	5	6	9	HV102_Meso_TRINITY_DN16162_c0_g1
HV102_Abd_TRINITY_DN15666_c0_g1	44	46	68	55	22	30	57	93	46	114	98	52	57	32	32	41	75	23	12	12	21	HV102_Abd_TRINITY_DN15666_c0_g1
HV102_Wing3_TRINITY_DN30508_c0_g1	5.76	5.12	4.16	10.2	8.43	7.48	4.78	14.57	13.95	8.06	5.06	5.24	4.05	3.15	16.41	14.95	5.79	1.03	0	0	5.13	HV102_Wing3_TRINITY_DN30508_c0_g1
HV102_Abd_TRINITY_DN16579_c0_g2	45	7	7	7	19	4	3	8	6	11	2	3	4	2	2	8	5	1	0	2	0	HV102_Abd_TRINITY_DN16579_c0_g2
HV102_Meso_TRINITY_DN18750_c0_g2	0	4	2	5	4	4	9	10	1	6	3	6	1	0	3	3	2	0	0	0	0	HV102_Meso_TRINITY_DN18750_c0_g2
HV102_Abd_TRINITY_DN21760_c0_g1	212.33	133.98	287.7	208.98	371.37	109.23	278.13	413.32	73.24	122.57	65.93	148.27	152.23	33.36	135.16	268.24	176.74	67.46	91.34	53.51	218.85	HV102_Abd_TRINITY_DN21760_c0_g1
HV102_Ovi_TRINITY_DN6003_c0_g1	0	0	1.3	0	4	0	0	4.53	0	0	0	0	0	0	0	0	0	0	1.59	0	0	HV102_Ovi_TRINITY_DN6003_c0_g1
HV102_Eye_TRINITY_DN15643_c0_g1	0	50	0	0	0	0	0	2	0	69	0	0	0	0	1	0	3	0	0	0	1	HV102_Eye_TRINITY_DN15643_c0_g1
HV102_Wing3_TRINITY_DN28348_c0_g1	54.78	7.34	48	22.69	39.56	7.1	28.87	41.14	0	9.87	1	0	0	0	0	2	27	20	12	10	37.51	HV102_Wing3_TRINITY_DN28348_c0_g1
HV102_Wing3_TRINITY_DN21786_c0_g1	6	13	4	11	15	4	31	60	1	21	3	2	2	3	2	7	3	0	0	0	0	HV102_Wing3_TRINITY_DN21786_c0_g1
HV102_Abd_TRINITY_DN19392_c0_g1	740.48	1429.92	2261.2	1558.55	1127.01	1107.32	2970.74	3261.86	1005.89	1740.73	1281.83	1152.56	1843.05	566.61	1584.74	3001.14	1376.88	654.05	193.24	487.38	468.68	HV102_Abd_TRINITY_DN19392_c0_g1
HV102_Abd_TRINITY_DN13982_c0_g2	28	19	34.37	34	24	13	79	88	25	25	18	8	49	12	37	32	29	6	3	2	22	HV102_Abd_TRINITY_DN13982_c0_g2
HV102_Abd_TRINITY_DN19724_c0_g1	15	3	5	3	5	1	4	5	0	3	0	2	1	2	1	4	5	2	0	0	6	HV102_Abd_TRINITY_DN19724_c0_g1
HV102_Leg_TRINITY_DN20617_c0_g1	107	121	198	159	96	100	176	230	105	213	117	74	168	57	79	125	175	77	18	41	94	HV102_Leg_TRINITY_DN20617_c0_g1
HV102_Abd_TRINITY_DN15795_c0_g1	128	161	280	268	355	128	349	365	107	142	87	78	98	67	120	113	157	51	35	21	107	HV102_Abd_TRINITY_DN15795_c0_g1
HV102_Eye_TRINITY_DN20094_c5_g1	222.49	420.48	573.8	699.46	432.15	363.24	1761.02	2603.22	342.59	475.61	508.86	571.24	897.71	360.94	418.46	1620.49	355.14	177.11	125.35	172.91	395.65	HV102_Eye_TRINITY_DN20094_c5_g1
HV102_Pro_TRINITY_DN16355_c0_g1	46.77	19.58	95.79	66.1	77.03	114.96	19.18	42.65	148.33	40.12	154.3	73.08	30.77	83.25	18.56	14.16	97.64	16.26	3.19	9.75	5.88	HV102_Pro_TRINITY_DN16355_c0_g1
HV102_Abd_TRINITY_DN17664_c0_g1	98	49	59	35	26	29	138	236	114	211	64	63	380	69	119	460	138	29	26	51	58	HV102_Abd_TRINITY_DN17664_c0_g1
HV102_Wing2_TRINITY_DN18776_c0_g1	39	94	58	90	36	65	179	289	43	145	53	92	102	36	40	149	118	32	22	21	31	HV102_Wing2_TRINITY_DN18776_c0_g1
HV102_Wing3_TRINITY_DN29023_c1_g1	19.74	33.1	63.39	59.23	37.71	35.51	336.36	440.15	16.28	62.89	100.01	96.62	128.14	42.44	49.66	129.1	28.33	18.4	12.86	11.37	54.97	HV102_Wing3_TRINITY_DN29023_c1_g1
HV102_Eye_TRINITY_DN20122_c0_g1	44.69	57.12	103.94	127.43	230.53	80.7	117.07	175.68	69.55	108.97	69.02	67.42	206.22	43.65	344.16	347.71	23.83	13.17	22.38	9.92	35.04	HV102_Eye_TRINITY_DN20122_c0_g1
HV102_Pro_TRINITY_DN1025_c0_g1	0	2	3	0	1	7	2	2	0	0	0	1	0	0	0	0	0	2	0	2	0	HV102_Pro_TRINITY_DN1025_c0_g1
HV102_Abd_TRINITY_DN22534_c0_g1	503	844	1811	1675	2033	823	1051	1114	887	914	838	951	626	446	942	537	989	606	168	257	549	HV102_Abd_TRINITY_DN22534_c0_g1
HV102_Leg_TRINITY_DN17268_c0_g5	0	64	277	55	0	875	2	0	0	9	183	30	0	366	1	3	0	122	10	334	0	HV102_Leg_TRINITY_DN17268_c0_g5
HV102_Abd_TRINITY_DN17717_c0_g1	4203	2805	8917	10480	12935	4880	7872	9491	6126	2636	3701	8719	5709	3211	6989	10289	3004	1854	969	1011	2041	HV102_Abd_TRINITY_DN17717_c0_g1
HV102_Eye_TRINITY_DN21157_c0_g1	26.55	47.32	4.5	9.56	41.22	21.1	0	5	49.34	2.54	0	7.43	1.51	3.75	0	1	97.39	0	1.29	4	0	HV102_Eye_TRINITY_DN21157_c0_g1
HV102_Leg_TRINITY_DN17828_c0_g1	29	86	809	276	39	432	13	33	26	201	313	109	19	68	2	2	20	359	18	102	3	HV102_Leg_TRINITY_DN17828_c0_g1
HV102_Abd_TRINITY_DN13383_c0_g1	102	154	178	141	184	107	96	131	122	166	99	119	72	68	82	119	116	57	23	46	44	HV102_Abd_TRINITY_DN13383_c0_g1
HV102_Ovi_TRINITY_DN19163_c2_g1	682	2	3	16	635	18	1	7	971	0	0	4	195	6	5	0	335	0	7	4	0	HV102_Ovi_TRINITY_DN19163_c2_g1
HV102_Abd_TRINITY_DN22234_c1_g3	90	5	18	5	35	6	0	4	0	23	2	0	1	1	5	5	28	15	3	10	19	HV102_Abd_TRINITY_DN22234_c1_g3
HV102_Leg_TRINITY_DN17532_c5_g1	61.73	87.47	154.61	137.64	269.8	128.24	291	222	37.8	60.79	10.73	4.08	9.58	7	35.82	81.19	14.02	3.45	2.15	5.33	4	HV102_Leg_TRINITY_DN17532_c5_g1
HV102_Meso_TRINITY_DN14803_c0_g1	51.04	160.63	73.17	148.69	505.2	128.94	46.48	6.89	0	19.79	19	78.34	85.27	5.7	24.07	91.55	109.96	76.41	8.08	22.74	54.93	HV102_Meso_TRINITY_DN14803_c0_g1
HV102_Ovi_TRINITY_DN18483_c0_g1	307.95	311.03	561.43	530.07	824.49	369.41	822.48	914.49	537.63	438.11	311.16	270.78	470.79	238.17	464.4	624	349.64	195.45	43.43	119.74	161.06	HV102_Ovi_TRINITY_DN18483_c0_g1
HV102_Meso_TRINITY_DN18976_c0_g1	91.76	873.7	603.81	996.76	1096.76	428.51	1014.99	1045.02	283.09	597.7	256.59	629.58	450.74	148.73	297.47	1070.13	159.42	261.73	145.06	119.27	126.4	HV102_Meso_TRINITY_DN18976_c0_g1
HV102_Wing2_TRINITY_DN28425_c0_g2	4.25	0	34.58	3.39	2.29	0	0	0	6.8	16.17	5.17	13.33	27.58	0	35.27	15.18	0	0	0	0	0	HV102_Wing2_TRINITY_DN28425_c0_g2
HV102_Pro_TRINITY_DN13874_c0_g1	32.43	43.68	89.58	106.28	126.58	61.23	114.23	115.68	54.17	78.68	40.71	36.32	102.72	24.03	161.76	97.32	16.37	16	4	6	22.65	HV102_Pro_TRINITY_DN13874_c0_g1
HV102_Pro_TRINITY_DN18653_c0_g1	328	346	718	775	684	450	745	858	538	351	343	454	449	201	461	606	464	308	74	104	215	HV102_Pro_TRINITY_DN18653_c0_g1
HV102_Abd_TRINITY_DN20308_c3_g2	202.76	238.72	567.4	577.84	498.57	278.63	807.44	1001.01	235.89	321.53	245.77	197.94	378.11	164.45	263.89	419.45	312.84	147.4	77.74	98.02	234.58	HV102_Abd_TRINITY_DN20308_c3_g2
HV102_Leg_TRINITY_DN9546_c0_g1	1	1	4	2	0	5	2	0	10	3	1	0	4	3	1	1	198	6	13	12	0	HV102_Leg_TRINITY_DN9546_c0_g1
HV102_Leg_TRINITY_DN19337_c1_g1	0	103.2	163.99	12.51	116.17	33.25	0	11.93	12.38	151.58	63.45	25.33	186.04	0	0	66.3	0	0	0	0	11.64	HV102_Leg_TRINITY_DN19337_c1_g1
HV102_Abd_TRINITY_DN20246_c0_g1	239.43	227.07	371.88	682.34	606.2	229.83	568.72	812.74	280.1	225.36	174.31	90.34	293.81	100.3	249.44	273.2	346.8	174.47	44.42	63.37	181.05	HV102_Abd_TRINITY_DN20246_c0_g1
HV102_Wing2_TRINITY_DN14608_c0_g2	0	1	3	1	5	1	7	3	3	2	5	4	3	1	8	10	1	0	0	0	0	HV102_Wing2_TRINITY_DN14608_c0_g2
HV102_Abd_TRINITY_DN17125_c0_g1	506	1033	2052	1744	1972	1004	1760	2053	880	1179	863	1669	906	820	1108	2039	692	482	224	339	428	HV102_Abd_TRINITY_DN17125_c0_g1
HV102_Abd_TRINITY_DN21187_c0_g2	532.36	289.94	893.91	446.64	910.04	307.03	837.38	1100.92	509.93	450.25	280.84	496.72	477.46	223.51	287.55	907.05	596.15	227.91	145.74	219.56	243.3	HV102_Abd_TRINITY_DN21187_c0_g2
HV102_Abd_TRINITY_DN19621_c0_g1	72	13	2	27	35	9	3	1	174	6	9	11	30	3	1	3	278	1	1	0	0	HV102_Abd_TRINITY_DN19621_c0_g1
HV102_Eye_TRINITY_DN19681_c0_g1	20.91	49.7	17.32	43.46	17.88	18.01	64.58	86.17	32.85	57.24	45.66	40.07	60.64	18.26	23.44	72.64	34.45	7.12	7.4	9.57	15	HV102_Eye_TRINITY_DN19681_c0_g1
HV102_Eye_TRINITY_DN9013_c0_g1	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	HV102_Eye_TRINITY_DN9013_c0_g1
HV102_Abd_TRINITY_DN19638_c1_g1	27	75	159	139	114	85	90	95	116	126	100	100	141	39	218.06	183.42	59	67	13	25	31.94	HV102_Abd_TRINITY_DN19638_c1_g1
HV102_Wing3_TRINITY_DN33727_c0_g1	82	87	300.85	638.74	429	307	2863.68	4766.74	251	140	346	458.5	990.95	228	510	3074.38	95	31	48	38	113	HV102_Wing3_TRINITY_DN33727_c0_g1
HV102_Meso_TRINITY_DN17622_c1_g1	543.58	774.6	1522.03	1832.02	1382.41	930.82	2033.04	3276.71	1216.7	1015.88	724.07	1069.82	1367.05	530.33	806.15	1825.82	1030.94	378.07	342.52	438.52	352.21	HV102_Meso_TRINITY_DN17622_c1_g1
HV102_Leg_TRINITY_DN21274_c0_g1	15	13	769	70	13	402	6	10	18	22	337	7	2	87	3	4	66	565	30	71	7	HV102_Leg_TRINITY_DN21274_c0_g1
HV102_Leg_TRINITY_DN2024_c0_g1	1	1	8	2	0	6	0	0	1	0	8	0	1	0	0	1	1	2	0	1	2	HV102_Leg_TRINITY_DN2024_c0_g1
HV102_Eye_TRINITY_DN15342_c0_g1	291	315	794	937	1159	527	914	1229	498	255	284	678	681	303	669	1197	473	191	137	134	409	HV102_Eye_TRINITY_DN15342_c0_g1
HV102_Eye_TRINITY_DN14303_c0_g1	238	252	317	271	456	239	304	343	321	254	155	182	229	127	222	306	275	78	34	78	98	HV102_Eye_TRINITY_DN14303_c0_g1
HV102_Abd_TRINITY_DN12022_c0_g1	1704	1737	4218	3918	4768	2256	4303	5018	2942	2004	2121	2162	2757	1322	2881	2914	2272	1173	413	559	1440	HV102_Abd_TRINITY_DN12022_c0_g1
HV102_Leg_TRINITY_DN19202_c0_g1	112	81	165	138	46	90	122	144	76	118	125	84	90	64	24	88	554	90	23	23	38	HV102_Leg_TRINITY_DN19202_c0_g1
HV102_Eye_TRINITY_DN19084_c0_g1	244	308	577	644	981	322	643	700	246	590	257	168	483	144	551	376	176	111	31	42	116	HV102_Eye_TRINITY_DN19084_c0_g1
HV102_Ovi_TRINITY_DN3396_c0_g1	1	1	0	0	2	0	4	1	0	1	1	0	0	0	2	2	1	0	0	1	0	HV102_Ovi_TRINITY_DN3396_c0_g1
HV102_Eye_TRINITY_DN13902_c0_g1	7	902	10	1	3	2	2	0	0	990	3	0	13	3	1	5	65	9	0	2	0	HV102_Eye_TRINITY_DN13902_c0_g1
HV102_Wing3_TRINITY_DN32677_c0_g2	180.46	222.97	291.16	272.75	201	252.7	385.03	475.81	341.16	406.88	385	143.42	349.13	152.76	159.15	228.43	349.29	115.26	30.8	52.82	101.6	HV102_Wing3_TRINITY_DN32677_c0_g2
HV102_Eye_TRINITY_DN22243_c0_g1	1275	1224	5152	2044	2346	2845	1170	1260	1828	900	3031	1278	961	1151	887	1009	2532	2766	330	779	368	HV102_Eye_TRINITY_DN22243_c0_g1
HV102_Abd_TRINITY_DN16953_c0_g1	118	138	145	178	319	176	159	152	1	13	1	0	1	1	3	0	90	61	14	40	74	HV102_Abd_TRINITY_DN16953_c0_g1
HV102_Pro_TRINITY_DN14703_c0_g1	314.82	278.45	1142.11	471.61	447.19	391.8	30.43	62.85	254.89	271.56	327.74	147.48	79.84	174.21	9.8	23.41	761.43	789.34	154.89	300.2	43.3	HV102_Pro_TRINITY_DN14703_c0_g1
HV102_Abd_TRINITY_DN17498_c0_g4	151	309	254	190	314	164	159	286	674	553	178	281	467	158	321	748	525	195	33	138	82	HV102_Abd_TRINITY_DN17498_c0_g4
HV102_Eye_TRINITY_DN18676_c0_g4	1	10	0	0	0	1	0	1	0	45	3	0	2	0	0	0	0	0	0	0	0	HV102_Eye_TRINITY_DN18676_c0_g4
HV102_Wing3_TRINITY_DN29894_c1_g1	17.22	22.1	65.57	40.94	50.28	48.9	98.34	110.5	37.55	114.95	39.11	31.91	90.3	21.94	72.78	48.99	3.2	14.4	9.32	6.9	17.79	HV102_Wing3_TRINITY_DN29894_c1_g1
HV102_Eye_TRINITY_DN21784_c0_g1	244	327	601	717	362	477	2286	3681	364	431	420	627	1525	328	743	2878	188	79	66	101	156	HV102_Eye_TRINITY_DN21784_c0_g1
HV102_Abd_TRINITY_DN21726_c0_g1	6169	3244	7253	3458	5590	4340	3844	3694	17280	5671	4912	2406	5425	2665	3491	4118	6290	2636	491	1082	3016	HV102_Abd_TRINITY_DN21726_c0_g1
HV102_Ovi_TRINITY_DN17036_c0_g1	2513	4687	4262	7526	6249	2404	3251	4574	2601	4045	1873	2605	3226	797	1926	2979	3681	1150	1529	832	455	HV102_Ovi_TRINITY_DN17036_c0_g1
HV102_Eye_TRINITY_DN13857_c0_g1	54	66	128	113	75	54	242	293	68	170	57	69	133	37	68	164	93	50	15	17	96	HV102_Eye_TRINITY_DN13857_c0_g1
HV102_Ovi_TRINITY_DN13223_c0_g1	27	39	45	55	43	24	107	126	37	53	37	17	76	21	45	90	38	16	11	14	25	HV102_Ovi_TRINITY_DN13223_c0_g1
HV102_Wing3_TRINITY_DN33918_c2_g15	0	1.11	1.13	5.61	3.84	2.71	0	9.83	1.15	2.84	1	2.16	2.3	0	0	0	2.18	0	0	0	1.38	HV102_Wing3_TRINITY_DN33918_c2_g15
HV102_Abd_TRINITY_DN17974_c0_g1	1524	1273	3597	2517	2893	2322	2046	2452	3484	1810	2056	1876	3203	1332	2386	4512	2318	1416	376	592	807	HV102_Abd_TRINITY_DN17974_c0_g1
HV102_Wing2_TRINITY_DN31083_c0_g1	890	2423	4878	2042	3073	1664	5940	7975	1796	2807	3375	2479	3888	1550	4680	12809	1351	1487	632	1040	1462	HV102_Wing2_TRINITY_DN31083_c0_g1
HV102_Eye_TRINITY_DN18478_c0_g2	54.2	154.5	75.1	91.65	36.97	72.91	220.42	341.69	52.98	121.03	131.16	155.19	198.06	96.56	58.75	340.28	74.6	32.58	21.73	56.04	23.95	HV102_Eye_TRINITY_DN18478_c0_g2
HV102_Leg_TRINITY_DN21798_c0_g1	0	1	9	0	0	0	4	9	0	0	1	0	0	0	1	1	0	1	0	4	0	HV102_Leg_TRINITY_DN21798_c0_g1
HV102_Abd_TRINITY_DN19034_c0_g1	196	752	5528	616	101	3273	40	85	172	1275	3211	180	39	689	30	21	436	7715	219	1044	18	HV102_Abd_TRINITY_DN19034_c0_g1
HV102_Wing2_TRINITY_DN24297_c1_g1	7.85	6.06	15.32	7	11.42	7.28	19.6	33.84	30.14	63.69	23.68	9.37	77.45	24	20.68	59.39	10.3	9.99	4.41	13.08	12.01	HV102_Wing2_TRINITY_DN24297_c1_g1
HV102_Wing3_TRINITY_DN30939_c0_g2	44	72	62.26	61	27.51	34.43	213.7	360	40	167.16	66.88	52	176.24	41	33.6	195	42.8	16	22	27	69.64	HV102_Wing3_TRINITY_DN30939_c0_g2
