X	ECEF_Abd	ECEF_Eye	ECEF_Leg	ECEF_Meso	ECEF_Ovi	ECEF_Pro	ECEF_Wing2	ECEF_Wing3	ECFisC_Abd	ECFisC_Eye	ECFisC_Leg	ECFisC_Meso	ECFisC_Ovi	ECFisC_Pro	ECFisC_Wing2	ECFisC_Wing3	ECty4_Abd	ECty4_Eye	ECty4_Leg	ECty4_Meso	ECty4_Ovi	ECty4_Pro	ECty4_Wing2	ECty4_Wing3	id
ECEF_Abd_TRINITY_DN17552_c0_g1	60	0	0	0	4	0	0	0	26	0	0	0	1	0	0	0	49	0	0	0	0	0	1	0	ECEF_Abd_TRINITY_DN17552_c0_g1
ECEF_Ovi_TRINITY_DN14056_c0_g1	2	1	2	0	6.7	0	0	2	1	1.9	1	1	0	1	3	0	0	3	0	2	2	0	2	0	ECEF_Ovi_TRINITY_DN14056_c0_g1
ECEF_Meso_TRINITY_DN29372_c2_g3	0	3	2	5	5	1	3	3	8	2	0	2	6	4	6	6	3	10	4	5	27	3	15	2	ECEF_Meso_TRINITY_DN29372_c2_g3
ECEF_Leg_TRINITY_DN21457_c0_g1	81.4	150.41	77.23	41.74	6.56	36.7	20.21	9.24	82.72	24.42	4.57	51.27	19.49	43.54	15.02	36.11	29.07	17.49	22.63	16.33	8.17	0	0	1	ECEF_Leg_TRINITY_DN21457_c0_g1
ECEF_Abd_TRINITY_DN21300_c0_g1	174	0	0	0	21	0	0	0	80	0	0	0	1	0	0	0	70	0	1	0	2	0	0	0	ECEF_Abd_TRINITY_DN21300_c0_g1
ECEF_Abd_TRINITY_DN19182_c0_g2	111.52	325.38	243.92	257.25	136.11	148.78	271.08	229.16	101.88	30.53	7.83	187.45	248.6	161.69	269.21	286.01	62.68	207.79	112.58	183.34	300.51	30.56	284.34	38	ECEF_Abd_TRINITY_DN19182_c0_g2
ECEF_Pro_TRINITY_DN20490_c0_g2	41	94	88	83.82	26	101	164.02	100	53	9	18	126	141	126	144.95	198.74	16	39	40	96	4	9	48	2	ECEF_Pro_TRINITY_DN20490_c0_g2
ECEF_Wing2_TRINITY_DN24413_c0_g4	0	0	1	2	0	2	3	1	1	1	0	1	1	2	0	2	0	3	2	2	7	0	3	1	ECEF_Wing2_TRINITY_DN24413_c0_g4
ECEF_Meso_TRINITY_DN21236_c0_g1	4	3	9	18	3	5	8	16	17	2	1	20	17	9	34	29	12	12	19	14	39	1	17	2	ECEF_Meso_TRINITY_DN21236_c0_g1
ECEF_Wing2_TRINITY_DN24744_c0_g1	3	23	8	6.81	5	6	15	5.17	0	1	0	2	5.29	1	1	8	0	3	1	3.24	8.01	0	7.39	0	ECEF_Wing2_TRINITY_DN24744_c0_g1
ECEF_Eye_TRINITY_DN23296_c0_g1	70.82	798.59	544.63	654.8	82.68	60.14	152.12	95.5	48.08	153.7	32.48	437.46	116.54	53.67	63.12	81.36	82.61	421.8	353.69	258.68	160.11	6.44	86.75	11.1	ECEF_Eye_TRINITY_DN23296_c0_g1
ECEF_Abd_TRINITY_DN11289_c0_g1	35	49	89	34	51	43	35	44	61	20	5	33	46	28	25	51	13	18	25	192	44	6	29	13	ECEF_Abd_TRINITY_DN11289_c0_g1
ECEF_Leg_TRINITY_DN26256_c0_g1	6	1	22	9	6	1	4	4	6	3	1	9	21	13	21	14	2	12	13	9	8	2	11	1	ECEF_Leg_TRINITY_DN26256_c0_g1
ECEF_Meso_TRINITY_DN24210_c0_g1	246	321	449	393	170	292	538	410	268	89	37	511	689	453	704	739	341	499	497	609	739	120	757	75	ECEF_Meso_TRINITY_DN24210_c0_g1
ECEF_Wing3_TRINITY_DN30380_c2_g3	41.25	8.77	26.79	38.26	16.73	25.52	27.9	22.59	93.17	2	5.21	127.44	17.36	43.88	17.98	29.43	45.08	15.48	47.46	68.25	29.33	9.39	19.69	10.91	ECEF_Wing3_TRINITY_DN30380_c2_g3
ECEF_Abd_TRINITY_DN15461_c0_g1	89	74	306	180	59	58	136	130	59	12	33	219	241	64	114	188	90	75	296	132	196	12	112	5	ECEF_Abd_TRINITY_DN15461_c0_g1
ECEF_Leg_TRINITY_DN23379_c0_g1	422	347	407	383	226	221	417	293	551	73	33	515	552	343	471	642	559	392	374	564	613	81	424	84	ECEF_Leg_TRINITY_DN23379_c0_g1
ECEF_Abd_TRINITY_DN19382_c0_g1	122.66	128.87	247.76	189.88	67.35	138.35	385.09	214.27	68.47	22.62	14	188.36	216.01	128.94	181.22	244.2	125.98	157.7	178.63	242.01	296.39	17.53	266.33	20.84	ECEF_Abd_TRINITY_DN19382_c0_g1
ECEF_Wing3_TRINITY_DN23301_c0_g1	0	1	2	3	0	0	1	4	0	1	0	1	1	0	0	0	1	1	1	2	2	0	1	2	ECEF_Wing3_TRINITY_DN23301_c0_g1
ECEF_Eye_TRINITY_DN22199_c0_g1	58.94	178.9	165.64	358.48	57.86	42	86.59	77.34	38.91	40.94	10.56	169.17	32.71	17.95	34.75	64.5	38.22	66.98	113.19	224.41	106.21	16.93	71.53	3.57	ECEF_Eye_TRINITY_DN22199_c0_g1
ECEF_Pro_TRINITY_DN23912_c0_g1	230.23	586.59	1081.56	55.21	99.38	405.35	202.66	102.02	277.65	125.97	74.78	180.07	206.88	352.6	320.48	312.28	130.5	274.91	194.62	134.78	183.31	31.41	121.83	7.87	ECEF_Pro_TRINITY_DN23912_c0_g1
ECEF_Eye_TRINITY_DN16992_c0_g1	14	33	18	19	9	10	20	27	13	9	4	27	37	24	23	29	8	15	16	18	29	3	24	9	ECEF_Eye_TRINITY_DN16992_c0_g1
ECEF_Eye_TRINITY_DN20745_c0_g1	2	48	11	3	5	2	3	3	7	12	0	4	6	6	1	3	3	14	4	0	9	0	7	0	ECEF_Eye_TRINITY_DN20745_c0_g1
ECEF_Abd_TRINITY_DN19625_c0_g2	88	22	134	42	53	165	8	5	62	1	29	90	47	288	4	30	49	86	320	99	45	120	14	4	ECEF_Abd_TRINITY_DN19625_c0_g2
ECEF_Eye_TRINITY_DN20161_c2_g5	57	139	269	200	127	110	252	207	92	50	32	288	278	199	314	462	69	109	137	185	196	30	206	57	ECEF_Eye_TRINITY_DN20161_c2_g5
ECEF_Eye_TRINITY_DN22121_c3_g1	0	46	0	0	0	0	1	0	0	22	0	0	1	0	0	0	0	0	0	0	0	0	1	0	ECEF_Eye_TRINITY_DN22121_c3_g1
ECEF_Wing2_TRINITY_DN26479_c0_g1	996	1160	2146	1826	1556	1733	3485	2917	1178	184	128	1913	3008	1699	2441	3365	575	1052	759	1669	2025	390	2426	254	ECEF_Wing2_TRINITY_DN26479_c0_g1
ECEF_Abd_TRINITY_DN22456_c0_g1	1365	865	1881	1563	882	1468	2456	2155	1511	124	100	1974	3308	3176	4477	5384	962	799	1071	1462	1906	262	3995	432	ECEF_Abd_TRINITY_DN22456_c0_g1
ECEF_Abd_TRINITY_DN16184_c0_g1	139	216	269	271	71	138	353	234	91	32	13	256	272	172	266	322	130	232	190	250	300	48	390	33	ECEF_Abd_TRINITY_DN16184_c0_g1
ECEF_Wing2_TRINITY_DN14415_c0_g2	4	2	9	4	6	3	12	8	5	1	0	2	4	2	2	4	3	5	2	5	5	1	9	3	ECEF_Wing2_TRINITY_DN14415_c0_g2
ECEF_Wing3_TRINITY_DN20662_c0_g1	3	1	6	6	5	3	2	11	2	4	0	4	8	3	5	20	0	5	5	2	2	1	4	1	ECEF_Wing3_TRINITY_DN20662_c0_g1
ECEF_Leg_TRINITY_DN4292_c0_g1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	ECEF_Leg_TRINITY_DN4292_c0_g1
ECEF_Abd_TRINITY_DN23244_c0_g1	74	9	42	14	4	9	14	17	15	0	0	8	8	3	0	10	11	9	31	30	30	5	10	3	ECEF_Abd_TRINITY_DN23244_c0_g1
ECEF_Abd_TRINITY_DN20834_c2_g2	290	178	306	139	65	158	189	67	243	42	18	107	92	137	99	74	126	131	183	136	92	20	103	6	ECEF_Abd_TRINITY_DN20834_c2_g2
ECEF_Eye_TRINITY_DN12791_c0_g2	1	11	7	11	5	7	13	14	14	0	0	5	6	8	6	23	0	13	2	4	11	2	9	3	ECEF_Eye_TRINITY_DN12791_c0_g2
ECEF_Wing2_TRINITY_DN26799_c1_g1	330.74	815.3	997.9	1000.4	519.65	663.13	1435.12	1057.62	321.98	163.46	77.31	1007.8	1827.89	853.33	1311.99	2053.46	406.78	642.22	639.39	954.02	1453.42	186.54	1474.67	130.02	ECEF_Wing2_TRINITY_DN26799_c1_g1
ECEF_Wing3_TRINITY_DN29798_c0_g1	112.47	125.39	114.51	193.49	96.88	138.24	200.15	189.42	376.69	69.54	37.62	440.29	622.5	599.11	548.21	644.38	95.22	112.96	165.23	194.59	298.97	62.89	232.01	40.06	ECEF_Wing3_TRINITY_DN29798_c0_g1
ECEF_Leg_TRINITY_DN18627_c0_g1	421	399	709	1053	209	311	682	496	344	130	58	1431	887	484	653	992	423	645	835	1437	969	154	1117	88	ECEF_Leg_TRINITY_DN18627_c0_g1
ECEF_Meso_TRINITY_DN28539_c1_g1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ECEF_Meso_TRINITY_DN28539_c1_g1
ECEF_Abd_TRINITY_DN19148_c0_g2	40.68	1888.31	95.01	404.68	110.54	45.29	372.66	554.97	11.48	783.29	16	375.64	153.16	57.06	640.84	563.11	629.53	4986.97	849.21	1461.25	481.88	373.23	3159.17	610.76	ECEF_Abd_TRINITY_DN19148_c0_g2
ECEF_Ovi_TRINITY_DN9743_c0_g1	0.8	5.09	1.1	1.95	14.98	5.21	29.54	1.97	8.83	6.59	1.42	5.84	0.05	3.11	8.73	3.43	0	0	0	0	3.05	5.98	4.83	1.72	ECEF_Ovi_TRINITY_DN9743_c0_g1
ECEF_Wing2_TRINITY_DN1814_c0_g1	5	9	3	1	1	4	14	0	2	2	2	10	9	12	9	6	5	14	14	6	9	15	12	0	ECEF_Wing2_TRINITY_DN1814_c0_g1
ECEF_Ovi_TRINITY_DN14335_c0_g1	149	172	290	146	136	166	307	229	189	69	27	255	382	286	477	554	209	328	312	431	474	153	791	122	ECEF_Ovi_TRINITY_DN14335_c0_g1
ECEF_Meso_TRINITY_DN2179_c0_g1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ECEF_Meso_TRINITY_DN2179_c0_g1
ECEF_Leg_TRINITY_DN12380_c0_g1	0	4	5.57	1.4	4	4	3.32	2	1.14	1	4	5.62	25.1	10.41	10.69	24.56	2	2	1	1	0	1	4	0	ECEF_Leg_TRINITY_DN12380_c0_g1
ECEF_Meso_TRINITY_DN27314_c0_g3	84.51	60.63	96.15	142.08	17.19	165.82	111.31	112.47	861.79	60.1	29.13	645.54	98.13	211.04	184.47	381.98	293.69	294.97	181.09	705.02	162.4	92.65	301.42	66.19	ECEF_Meso_TRINITY_DN27314_c0_g3
ECEF_Wing2_TRINITY_DN20715_c0_g1	286.08	400.2	511.08	461.78	218.83	417.09	679.95	638.04	278.75	103.68	56.39	899.97	1323.41	1005.08	1041.22	1535.06	370.78	518.97	555.19	1031.17	979.91	175.82	1095.54	324.8	ECEF_Wing2_TRINITY_DN20715_c0_g1
ECEF_Wing3_TRINITY_DN17319_c0_g1	0	0	1.86	2.45	0	1	0	9.27	2.81	1	0	2.88	1.99	0	0	4.22	0	1.97	1.2	0	2.35	0	3.4	0	ECEF_Wing3_TRINITY_DN17319_c0_g1
ECEF_Leg_TRINITY_DN17051_c0_g1	3	3	2	0	0	0	2	3	0	0	0	1	6	2	0	1	0	0	6	0	4	2	5	10	ECEF_Leg_TRINITY_DN17051_c0_g1
ECEF_Meso_TRINITY_DN20601_c0_g1	1	1	7	9	1	1	4	6	4	2	1	9	20	8	10	17	2	13	7	13	13	2	21	1	ECEF_Meso_TRINITY_DN20601_c0_g1
ECEF_Wing2_TRINITY_DN13373_c0_g2	0	10	5	12	7	2	15	6	2	3	1	14	16	11	22	15	19	33	47	44	85	4	41.4	1	ECEF_Wing2_TRINITY_DN13373_c0_g2
ECEF_Leg_TRINITY_DN12706_c0_g1	9	42	30	24	8	11	17	17	21	9	3	31	48	21	38	48	22	40	56	40	68	8	40	11	ECEF_Leg_TRINITY_DN12706_c0_g1
ECEF_Abd_TRINITY_DN22101_c0_g1	5	7	15	3	5	7	0	2	9	2	0	3	10	13	2	12	7	10	20	4	4	1	4	0	ECEF_Abd_TRINITY_DN22101_c0_g1
ECEF_Eye_TRINITY_DN20911_c0_g1	154.74	80.13	117.81	42.01	15	36.55	62.95	36.03	87.24	15	4.56	46.14	40.99	20.51	34.85	40.62	90.23	90.36	42.8	46.6	57.57	5.48	10.21	1	ECEF_Eye_TRINITY_DN20911_c0_g1
ECEF_Abd_TRINITY_DN22455_c3_g2	65	185.32	156.64	103.5	81.51	64	166	142.82	51.27	44.53	13.52	103.07	129.92	61	107.84	161.5	36.83	144.43	95.89	127.04	97.55	21	203.03	25	ECEF_Abd_TRINITY_DN22455_c3_g2
ECEF_Pro_TRINITY_DN24080_c2_g1	2	25	13.99	33	12.01	36	35.56	15.61	2	0	3	10	8	12	11	15	2	3	10.22	6.97	10.34	2	11.94	1	ECEF_Pro_TRINITY_DN24080_c2_g1
ECEF_Abd_TRINITY_DN7954_c0_g1	144	206	215	343	107	212	361	350	72	38	14	393	581	375	376	485	112	263	209	341	477	45	672	29	ECEF_Abd_TRINITY_DN7954_c0_g1
ECEF_Ovi_TRINITY_DN11540_c0_g1	9432.35	7861.48	10859.18	5092.36	1772.09	1457.78	1267.13	2017.38	8219.88	2418.54	895.52	5519.96	3993.85	1887.08	1101	3005.28	10446.97	7735.66	13534.05	9225.36	7911.16	496.72	3343.58	423.87	ECEF_Ovi_TRINITY_DN11540_c0_g1
ECEF_Ovi_TRINITY_DN22236_c0_g2	9.57	3.73	87.89	118.27	32.97	16.34	51.96	28.23	0	2.67	0	3.74	0	0	6.68	4.03	5.38	12.23	0	0.24	0	0	12.24	18.68	ECEF_Ovi_TRINITY_DN22236_c0_g2
ECEF_Meso_TRINITY_DN24687_c0_g1	2	2	0	6	0	0	0	3	1	0	1	0	4	3	3	9	2	1	1	2	2	0	4	1	ECEF_Meso_TRINITY_DN24687_c0_g1
ECEF_Abd_TRINITY_DN16230_c0_g1	12	0	5	5	1	1	2	0	1	0	1	8	3	0	1	0	5	3	4	1	2	1	0	0	ECEF_Abd_TRINITY_DN16230_c0_g1
ECEF_Ovi_TRINITY_DN21228_c0_g1	94.6	95.1	158.74	100.97	161.89	93.7	220.32	117.17	153.35	20.26	10.69	170.11	181.79	175.82	186.38	292.22	77.81	117.99	117.04	196.6	194.66	37.63	179.29	35.19	ECEF_Ovi_TRINITY_DN21228_c0_g1
ECEF_Abd_TRINITY_DN17885_c0_g1	1417	3119	4628	3424	1622	4097	6284	3656	1443	619	372	4672	7224	7547	8162	9322	2039	3704	3863	4801	5556	944	7289	797	ECEF_Abd_TRINITY_DN17885_c0_g1
ECEF_Leg_TRINITY_DN15960_c0_g1	138	171	291	359	100	175	365	256	104	14	18	348	348	250	373	381	125	154	174	230	267	33	302	29	ECEF_Leg_TRINITY_DN15960_c0_g1
ECEF_Wing3_TRINITY_DN1579_c0_g1	0	1	0	0	3	1	0	5	1	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	ECEF_Wing3_TRINITY_DN1579_c0_g1
ECEF_Wing2_TRINITY_DN19764_c1_g1	1	2	3	4	2	3	13	0	1	1	2	11	9	9.1	14	11.9	1	4	4.56	8	4	1	9	0	ECEF_Wing2_TRINITY_DN19764_c1_g1
ECEF_Wing2_TRINITY_DN13875_c0_g1	3.72	2.45	17.04	5.06	2.9	1	9.37	3.65	2.47	0	1.64	6.98	3.38	6.92	0	1.45	19.34	11.7	14.19	23.85	11.13	0	3.7	0	ECEF_Wing2_TRINITY_DN13875_c0_g1
ECEF_Wing2_TRINITY_DN23658_c1_g1	47	113	84	102	45	38	122	108	37	25	3	115	138	83	133	153	61	101	89	121	193	31	153	25	ECEF_Wing2_TRINITY_DN23658_c1_g1
ECEF_Eye_TRINITY_DN24052_c1_g1	1157.65	532.52	1844.82	584.64	549.91	230.22	254.87	406.62	767.12	215.46	167.48	861.04	613.15	200.92	159	580.72	1051.03	890.34	1609.95	1322.64	1319.84	60.28	714.42	149.13	ECEF_Eye_TRINITY_DN24052_c1_g1
ECEF_Meso_TRINITY_DN29964_c0_g1	96.9	96.88	515.78	718.99	110.7	82.06	141.38	92.92	274	39.87	78.92	1083.03	412.42	171.65	228.65	491.06	236.44	151.98	708.53	916.56	371.24	37.39	141.95	46.84	ECEF_Meso_TRINITY_DN29964_c0_g1
ECEF_Abd_TRINITY_DN20754_c6_g1	164	183	247	224	114	105	221	226	202	67	25	388	417	316	354	440	171	220	272	319	352	43	416	54	ECEF_Abd_TRINITY_DN20754_c6_g1
ECEF_Abd_TRINITY_DN21244_c1_g1	408	41	84	59	78	33	15	17	608	6	11	144	133	47	36	67	1055	134	168	281	513	15	29	3	ECEF_Abd_TRINITY_DN21244_c1_g1
ECEF_Abd_TRINITY_DN2620_c0_g1	438	603	1243	1856	309	520	992	730	302	130	81	1626	1037	571	842	1057	429	659	1078	1421	982	157	1012	78	ECEF_Abd_TRINITY_DN2620_c0_g1
ECEF_Wing3_TRINITY_DN29354_c0_g1	416.64	557.98	702.69	636.53	466.15	975.78	2518.76	1218.61	344.13	112.14	75.88	817.06	1632.84	816.73	1405.04	1898.69	290.08	315.49	253.38	468.81	1053.65	192.8	1189.96	62.21	ECEF_Wing3_TRINITY_DN29354_c0_g1
ECEF_Abd_TRINITY_DN18457_c1_g3	410.63	53	39	183	18	25	3.16	13	4	1	0	3	0	3	0	0	6	9	1	3	0	0	0	0	ECEF_Abd_TRINITY_DN18457_c1_g3
ECEF_Abd_TRINITY_DN21572_c0_g2	487.76	543.09	1005.85	415.36	452	544	923.25	803	628	115	70.45	646.96	933.15	744.72	1308.53	2020.67	451.31	713.79	678.95	971	1091.81	190	1171.15	184	ECEF_Abd_TRINITY_DN21572_c0_g2
ECEF_Eye_TRINITY_DN7559_c0_g1	2	20	3	1	1	0	2	0	0	7	0	1	3	1	0	6	6	5	3	6	7	0	5	0	ECEF_Eye_TRINITY_DN7559_c0_g1
ECEF_Wing3_TRINITY_DN21336_c0_g1	31.69	35.96	47.89	37.14	48.42	32.99	79.79	95.46	31.08	10.27	5.98	66.27	118.79	58.87	105.98	155.59	18.96	34.42	39.16	42.15	111.08	18.43	75.71	14.68	ECEF_Wing3_TRINITY_DN21336_c0_g1
ECEF_Wing2_TRINITY_DN26383_c0_g1	507	699	1278	1236	587	780	1283	1248	705	173	82	1656	2273	1148	1724	2141	509	1010	985	1669	1835	222	1777	177	ECEF_Wing2_TRINITY_DN26383_c0_g1
ECEF_Pro_TRINITY_DN24329_c0_g1	0	0	0	0	0	4.52	1.8	0	0.62	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	ECEF_Pro_TRINITY_DN24329_c0_g1
ECEF_Meso_TRINITY_DN23774_c0_g1	1	4	3	14	2	4	4	3.22	10	0	0	4	6.25	5.24	10.36	8	2	8.85	3	6	8	0	10.47	2	ECEF_Meso_TRINITY_DN23774_c0_g1
ECEF_Abd_TRINITY_DN19429_c0_g1	365	908	1399	1044	809	1011	2185	1649	529	184	136	1391	2694	1586	2673	3161	281	647	568	937	1145	234	1734	188	ECEF_Abd_TRINITY_DN19429_c0_g1
ECEF_Abd_TRINITY_DN15742_c0_g1	693	872	1344	1246	492	678	1378	1477	631	215	155	1823	2681	1380	2124	2636	681	1248	1406	1603	2293	214	2764	179	ECEF_Abd_TRINITY_DN15742_c0_g1
ECEF_Wing2_TRINITY_DN19169_c0_g1	2.56	2.8	2.46	8.58	0	1	11.26	2	2.66	1	0	3.36	10.45	7.15	13.81	12.74	0.55	4.5	4.35	11.47	6.57	0	1.12	1	ECEF_Wing2_TRINITY_DN19169_c0_g1
ECEF_Eye_TRINITY_DN18968_c0_g1	58.71	45.61	40.26	65.3	17	22	48.22	42.81	26	4	3	34.01	37.35	24	21.34	43.39	34.65	22.12	35.39	28.2	39.97	3	30.07	4	ECEF_Eye_TRINITY_DN18968_c0_g1
ECEF_Meso_TRINITY_DN26117_c0_g4	36.57	74.22	92.26	108.17	6.17	43.68	77.39	56.91	32.76	6.32	0	12.19	18.22	10.31	15.07	23.08	34.21	27.49	16.11	16.05	24.79	3.51	14.55	0	ECEF_Meso_TRINITY_DN26117_c0_g4
ECEF_Abd_TRINITY_DN21540_c0_g1	417.23	639.54	1129.15	779.62	528.48	737.37	1504.14	1274.24	289.18	141.79	65.31	998.12	1468.42	1037.02	1521.01	1983.79	374.22	943.89	804.8	1034.43	1059.73	253.12	2189.42	277.76	ECEF_Abd_TRINITY_DN21540_c0_g1
ECEF_Leg_TRINITY_DN22434_c0_g1	47	117	198	132	201	106	254	341	132	34	22	324	562	336	522	717	88	123	126	219	360	47	258	114	ECEF_Leg_TRINITY_DN22434_c0_g1
ECEF_Wing2_TRINITY_DN17973_c0_g1	3	7	8	16	21	9	13	11	12	4	1	8	35	22	19	36	3	11	6	12	15	1	15	5	ECEF_Wing2_TRINITY_DN17973_c0_g1
ECEF_Abd_TRINITY_DN20368_c0_g1	6.02	9.44	24.28	12.55	0	10.11	35.18	17.86	15.41	0	6.68	35.9	29.86	12.31	36.28	23.03	7.08	11.29	19.37	19.72	36.27	0.33	24.25	0	ECEF_Abd_TRINITY_DN20368_c0_g1
ECEF_Abd_TRINITY_DN3701_c0_g2	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	ECEF_Abd_TRINITY_DN3701_c0_g2
ECEF_Abd_TRINITY_DN18739_c1_g2	89.26	112.14	93.22	78.33	64.6	65.91	167.61	147.67	86.24	14.71	14	112.11	181.4	110.42	167.54	202.78	102.73	138.17	123.51	187.15	253.04	42.27	322.09	57.26	ECEF_Abd_TRINITY_DN18739_c1_g2
ECEF_Abd_TRINITY_DN3713_c0_g1	46	1	0	0	9	0	0	0	38	0	0	2	0	0	2	2	22	4	1	3	3	0	0	0	ECEF_Abd_TRINITY_DN3713_c0_g1
ECEF_Abd_TRINITY_DN18844_c0_g1	156	30	128	41	32	37	20	15	86	14	16	96	65	61	18	60	217	53	108	70	108	9	15	6	ECEF_Abd_TRINITY_DN18844_c0_g1
ECEF_Wing2_TRINITY_DN26096_c2_g2	5	7.35	10	13	6.72	2.09	23.47	15.4	6.15	3	0	9.53	16	14.84	13.94	21	3.5	4.87	2.37	6.66	10.9	3	13.36	2.8	ECEF_Wing2_TRINITY_DN26096_c2_g2
ECEF_Ovi_TRINITY_DN13177_c0_g1	6.89	2.75	4.03	7.8	15.13	8.22	6.11	8.98	14.55	12.5	4.47	13.91	33.47	16.07	5.01	40.46	6.83	19.13	12.63	18.82	34.24	3.26	39.04	2.76	ECEF_Ovi_TRINITY_DN13177_c0_g1
ECEF_Leg_TRINITY_DN23629_c0_g1	101	234	207	222	154	223	516	311	127	49	24	341	800	332	779	801	103	152	135	208	380	17	270	33	ECEF_Leg_TRINITY_DN23629_c0_g1
ECEF_Wing3_TRINITY_DN26820_c0_g1	162	184	229	219	97	147	301	240	211	42	28	253	375	185	358	448	154	207	184	251	374	48	333	43	ECEF_Wing3_TRINITY_DN26820_c0_g1
ECEF_Leg_TRINITY_DN22906_c0_g1	64.86	233.9	262.32	249.49	145.08	176.36	784.93	576	133.12	49.46	28.84	309.04	527.31	271.94	931.24	1251.28	89.43	299.64	147.68	325.43	283.46	43.2	455.65	90.51	ECEF_Leg_TRINITY_DN22906_c0_g1
ECEF_Wing3_TRINITY_DN26634_c0_g2	405.87	482.36	642.67	822.48	257.46	669.42	1103.94	1143.34	1109.12	221.94	131.1	1538.13	2858.44	1624.18	2319.97	3114.2	314.38	465.47	504.56	838.86	879.48	311.77	997.3	217.36	ECEF_Wing3_TRINITY_DN26634_c0_g2
ECEF_Wing3_TRINITY_DN30562_c0_g1	1175	1970	2656	2045	1861	1866	3538	2731	2005	522	219	2329	3608	2227	3308	4519	1134	2823	1666	2732	3252	1223	6476	933	ECEF_Wing3_TRINITY_DN30562_c0_g1
ECEF_Abd_TRINITY_DN18726_c0_g1	1463	1733	3019	3037	1195	1628	3519	3267	2366	536	369	4637	6935	3948	6055	7554	1441	2106	2340	3747	5586	551	4318	404	ECEF_Abd_TRINITY_DN18726_c0_g1
ECEF_Leg_TRINITY_DN17854_c0_g1	28	40	1214	277	482	92	28	97	19	2	96	258	1033	30	56	211	94	81	784	1137	1106	29	118	109	ECEF_Leg_TRINITY_DN17854_c0_g1
ECEF_Leg_TRINITY_DN19884_c1_g1	0	1	4	1	0	0	1	1	0	0	0	0	0	1	1	5	0	2	1	1	1	1	1	0	ECEF_Leg_TRINITY_DN19884_c1_g1
ECEF_Abd_TRINITY_DN21491_c1_g3	342.8	474.89	584.54	686.51	232.11	375.86	867.79	636.58	324.67	95.65	81.08	811.52	1108.86	638.58	947.41	1123.94	262.58	435.64	447.04	573.96	626.03	90.14	800.52	46.28	ECEF_Abd_TRINITY_DN21491_c1_g3
ECEF_Ovi_TRINITY_DN19982_c0_g1	49	72	177	30	155	35	88	73	62	28	31	83	761	46	174	323	68	137	73	61	343	7	157	39	ECEF_Ovi_TRINITY_DN19982_c0_g1
ECEF_Abd_TRINITY_DN17733_c0_g1	177	261	700	717	311	376	706	650	237	45	78	810	1184	716	1135	1239	232	417	585	739	956	122	1385	121	ECEF_Abd_TRINITY_DN17733_c0_g1
ECEF_Wing2_TRINITY_DN20785_c0_g2	38	56	85	93	81	58	197	130	63	23	8	137	271	126	214	288	31	51	40	72	125	23	94	8	ECEF_Wing2_TRINITY_DN20785_c0_g2
ECEF_Leg_TRINITY_DN20556_c0_g2	1	2	3	4	1	0	0	3	0	0	0	0	1	0	2	1	0	3	2	4	1	0	3	0	ECEF_Leg_TRINITY_DN20556_c0_g2
ECEF_Leg_TRINITY_DN23291_c2_g2	6	29	29	16	14	20	17	35	19	5	4	25	27	24	31	27	6	24	13	12	32	5	24	1	ECEF_Leg_TRINITY_DN23291_c2_g2
ECEF_Abd_TRINITY_DN3650_c0_g1	0.78	0.88	1	0	0	0.45	2.01	4	0	0	0	0.13	2	0	0	8.98	1	0.55	0	0	0	0	0	0	ECEF_Abd_TRINITY_DN3650_c0_g1
ECEF_Wing3_TRINITY_DN23655_c0_g1	12	17	23	22	49	31	43	59	32	2	4	50	95	56	109	111	4	14	16	32	26	23	22	21	ECEF_Wing3_TRINITY_DN23655_c0_g1
ECEF_Wing2_TRINITY_DN21821_c4_g5	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0.26	0	0	ECEF_Wing2_TRINITY_DN21821_c4_g5
ECEF_Abd_TRINITY_DN14571_c0_g1	762	803	1536	1820	720	787	1764	1718	535	203	143	2322	2617	1320	1814	2832	702	1361	1379	2374	2320	289	2451	657	ECEF_Abd_TRINITY_DN14571_c0_g1
ECEF_Eye_TRINITY_DN22215_c0_g4	1	22	2	6	1	0	4	1	0	13	0	6	3	5	9	6	0	18	1	1	3	0	0	1	ECEF_Eye_TRINITY_DN22215_c0_g4
ECEF_Meso_TRINITY_DN19278_c0_g1	9	54	1347	58	542	34	12	18	21	6	78	48	1401	23	20	267	8	118	829	160	1466	8	20	17	ECEF_Meso_TRINITY_DN19278_c0_g1
ECEF_Wing2_TRINITY_DN24470_c1_g1	17.44	27	54.72	54.94	31.09	19.13	77.04	39.83	20.5	7.58	2.93	33.38	70.66	32.42	48.29	78.38	14.79	16.74	15.09	33.64	49.04	5.41	52.27	7.12	ECEF_Wing2_TRINITY_DN24470_c1_g1
