X	ECEF_Abd	ECEF_Eye	ECEF_Leg	ECEF_Meso	ECEF_Ovi	ECEF_Pro	ECEF_Wing2	ECEF_Wing3	ECFisC_Abd	ECFisC_Eye	ECFisC_Leg	ECFisC_Meso	ECFisC_Ovi	ECFisC_Pro	ECFisC_Wing2	ECFisC_Wing3	ECty4_Abd	ECty4_Eye	ECty4_Leg	ECty4_Meso	ECty4_Ovi	ECty4_Pro	ECty4_Wing2	ECty4_Wing3	id
ECEF_Eye_TRINITY_DN10946_c0_g2	4	32	2	3	4	2	1	1	6	5	0	8	3	4	3	10	11	5	4	4	10	3	0	1	ECEF_Eye_TRINITY_DN10946_c0_g2
ECEF_Pro_TRINITY_DN22348_c0_g1	3.88	8.11	16.48	16.95	4.14	12	10.15	3.55	7.81	1.76	1.52	11.46	3.61	3.1	5.79	7.27	4.53	8.73	8.28	8.3	10.08	0.86	9.83	0	ECEF_Pro_TRINITY_DN22348_c0_g1
ECEF_Abd_TRINITY_DN22352_c2_g2	14	25	27	31	7	13	14	39	14	5	3	67	53	37	51	70	17	40	35	50	89	4	79	3	ECEF_Abd_TRINITY_DN22352_c2_g2
ECEF_Abd_TRINITY_DN18664_c0_g1	110.83	14	11	4	8	6	11	16.39	93.93	0	0	4	1	0	3	6	64	1	3	1	0	0	0	0	ECEF_Abd_TRINITY_DN18664_c0_g1
ECEF_Meso_TRINITY_DN14428_c0_g1	5	9	14	13	11	5	20	26	14	6	6	22	20	8	21	31	5	6	7	7	11	2	5	3	ECEF_Meso_TRINITY_DN14428_c0_g1
ECEF_Meso_TRINITY_DN15212_c1_g1	1	0	0	4	0	1	3	2	3	0	0	3	5	4	2	9	0	0	0	2	2	0	1	1	ECEF_Meso_TRINITY_DN15212_c1_g1
ECEF_Eye_TRINITY_DN23006_c0_g2	1	787	0	3	3	0	15	2	2	174	0	0	0	1	2	0	0	21	4	3	2	3	29	12	ECEF_Eye_TRINITY_DN23006_c0_g2
ECEF_Eye_TRINITY_DN19235_c1_g1	744	1308	948	630	415	319	760	722	718	396	75	872	1142	463	711	1123	686	1054	686	782	1016	120	947	124	ECEF_Eye_TRINITY_DN19235_c1_g1
ECEF_Wing3_TRINITY_DN27104_c0_g1	0	2	1	5	2	0	2	7	1	0	1	3	3	2	0	4	0	2	1	4	6	0	4	1	ECEF_Wing3_TRINITY_DN27104_c0_g1
ECEF_Abd_TRINITY_DN15933_c0_g1	1527	2393	4130	3610	1850	2470	6184	5435	937	395	289	3899	6823	3105	4975	7005	1189	2247	2063	3139	4516	484	4431	275	ECEF_Abd_TRINITY_DN15933_c0_g1
ECEF_Ovi_TRINITY_DN13043_c0_g1	284	334	529	525	157	222	424	400	188	74	40	562	537	307	472	513	275	398	512	547	540	88	738	53	ECEF_Ovi_TRINITY_DN13043_c0_g1
ECEF_Eye_TRINITY_DN18827_c0_g2	1	125	7	0	0	0	6	0	0	18	1	1	0	0	2	1	1	11	4	0	1	0	9	2	ECEF_Eye_TRINITY_DN18827_c0_g2
ECEF_Wing3_TRINITY_DN28097_c0_g1	930	1156	2848	1590	897	1495	3451	2702	856	209	200	1527	2769	1776	2829	3470	1137	1909	2357	2746	2853	529	4628	634	ECEF_Wing3_TRINITY_DN28097_c0_g1
ECEF_Eye_TRINITY_DN20666_c0_g1	124.66	212.45	267.27	339.64	92.43	155.74	319.52	259.38	151.68	33.98	21.78	365.14	436.95	224.8	299.19	463.66	122.47	124.99	238.54	228.1	297.11	35.46	352.42	23.64	ECEF_Eye_TRINITY_DN20666_c0_g1
ECEF_Wing3_TRINITY_DN23713_c0_g1	45.57	65.83	107.21	63.09	71.36	80.27	156.85	159.84	44.92	14.56	8.14	128.91	268.05	141.42	212.99	274.85	35.28	50.01	43.17	81.32	201.12	12.1	115.67	17.05	ECEF_Wing3_TRINITY_DN23713_c0_g1
ECEF_Abd_TRINITY_DN10643_c0_g1	8	6	3	0	6	3	0	1	16	1	0	1	10	3	1	6	23	5	0	2	15	1	4	0	ECEF_Abd_TRINITY_DN10643_c0_g1
ECEF_Ovi_TRINITY_DN19261_c0_g1	16	22	99	45	154	26	71	164	17	4	8	57	211	20	61	192	89	94	88	239	292	12	218	138	ECEF_Ovi_TRINITY_DN19261_c0_g1
ECEF_Leg_TRINITY_DN19096_c1_g2	143	220	242	162	156	115	215	165	196	73	25	320	422	300	407	506	144	318	194	298	355	53	346	42	ECEF_Leg_TRINITY_DN19096_c1_g2
ECEF_Wing3_TRINITY_DN27862_c3_g1	55.57	153.38	186	111.89	54.78	124	231.48	173.3	89.25	60.8	12.35	203.23	268.34	158.48	236.06	271.46	98.67	171.72	149.11	199.55	216.65	22.57	257.6	13.38	ECEF_Wing3_TRINITY_DN27862_c3_g1
ECEF_Abd_TRINITY_DN22286_c0_g1	1726	974	2282	708	433	1074	1662	837	2152	166	187	983	1370	1410	1863	1002	1561	957	1778	963	976	194	1618	92	ECEF_Abd_TRINITY_DN22286_c0_g1
ECEF_Wing3_TRINITY_DN2518_c0_g2	0	2.67	12.51	1.23	3.49	2	9.53	12.98	3.65	0	0	1.26	1.52	3	2.22	4.46	1.18	5.17	1.15	2.99	1.27	1	2.4	2.01	ECEF_Wing3_TRINITY_DN2518_c0_g2
ECEF_Eye_TRINITY_DN19874_c1_g1	105	240	204	194	82	97	211	181	107	40	13	180	223	149	186	237	101	153	150	183	233	32	216	27	ECEF_Eye_TRINITY_DN19874_c1_g1
ECEF_Meso_TRINITY_DN27912_c2_g1	1	2.69	2.06	8.94	0	1.45	1.55	1	1.11	1	0	0	0	1.19	0	0	3	1.62	3.2	6.38	0	0	1.38	2.49	ECEF_Meso_TRINITY_DN27912_c2_g1
ECEF_Leg_TRINITY_DN23293_c1_g4	94	116	248	213	147	130	271	204	216	37	24	325	413	300	460	641	75	120	145	203	280	48	245	77	ECEF_Leg_TRINITY_DN23293_c1_g4
ECEF_Wing3_TRINITY_DN22460_c0_g1	48.1	60.43	95.85	80.6	109	55.79	114.4	115.86	119.87	24.81	15	112.17	190.36	115.95	177.32	229.36	30	60	62	94.66	114.31	26	80.17	48	ECEF_Wing3_TRINITY_DN22460_c0_g1
ECEF_Leg_TRINITY_DN20194_c0_g1	200.47	4323.1	844.5	259.18	162.55	318.1	291.77	43.44	187.02	1070.54	88.57	175.91	574.16	447.19	428.21	292.98	275.39	1478.18	858.96	405.92	858.97	107.37	610.43	43	ECEF_Leg_TRINITY_DN20194_c0_g1
ECEF_Meso_TRINITY_DN25573_c0_g1	16.26	302.23	160.43	157.12	83.12	162.25	300.69	347.9	44.5	32.06	0	137.25	99.92	189.26	271.58	229.97	85.77	408.71	123.93	256.14	238.54	74.11	576.33	34.34	ECEF_Meso_TRINITY_DN25573_c0_g1
ECEF_Wing3_TRINITY_DN25670_c0_g9	5	3	10	14	30	7	11	19	12	7	0	17	29	19	29	37	3	9	5	12	10	6	21	2	ECEF_Wing3_TRINITY_DN25670_c0_g9
ECEF_Leg_TRINITY_DN15741_c0_g1	40.21	50.86	110.77	99.5	52.82	79.52	144.13	148.97	42.34	13.5	9.02	113.11	143.74	148.3	145.87	188.52	85.64	117.25	122.06	184.35	234.69	21.21	242.51	44.37	ECEF_Leg_TRINITY_DN15741_c0_g1
ECEF_Wing3_TRINITY_DN22344_c0_g1	6	5	8	6	4	8	15	13	10	1	0	5	6	8	5	10	6	4	6	7	14	3	13	4	ECEF_Wing3_TRINITY_DN22344_c0_g1
ECEF_Eye_TRINITY_DN12454_c0_g1	0	10	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	1	0	1	0	0	0	ECEF_Eye_TRINITY_DN12454_c0_g1
ECEF_Eye_TRINITY_DN24531_c1_g1	92.16	777.39	302.17	241.96	101.1	175.14	255.12	197.78	122.46	142.7	21	274.63	464.87	481.43	533.88	398.91	208.71	754.84	427.22	441.61	445.26	80.65	617.7	96.52	ECEF_Eye_TRINITY_DN24531_c1_g1
ECEF_Abd_TRINITY_DN17116_c0_g1	468	730	878	647	431	551	1168	800	378	160	56	851	1103	562	882	1257	449	853	532	717	991	139	913	127	ECEF_Abd_TRINITY_DN17116_c0_g1
ECEF_Wing3_TRINITY_DN28179_c0_g1	20.11	25.45	26.41	34.53	16.62	15.62	47.27	58.36	52.08	31.87	9.87	142.75	211.33	85.43	156.44	240.72	39.21	67.22	65.15	124.05	134.56	27.81	163.32	24.43	ECEF_Wing3_TRINITY_DN28179_c0_g1
ECEF_Wing3_TRINITY_DN15882_c0_g1	16.34	46.5	17.98	20.76	14.15	5.22	31.16	42.03	7	0	0	12	7	0	3.74	5	0	1	0	0	0	0	0	0	ECEF_Wing3_TRINITY_DN15882_c0_g1
ECEF_Abd_TRINITY_DN9000_c0_g1	48	2	3	1	5	1	0	0	38	0	0	5	0	4	2	5	19	7	2	3	6	3	5	0	ECEF_Abd_TRINITY_DN9000_c0_g1
ECEF_Eye_TRINITY_DN21590_c3_g2	274.45	214.33	250.8	261.3	106.3	160.92	274.54	207.2	342.41	35.93	18.43	330.16	324.03	228.99	260.56	367.58	248.7	179.07	268.52	278.72	365.26	43.86	310.75	65.81	ECEF_Eye_TRINITY_DN21590_c3_g2
ECEF_Leg_TRINITY_DN2009_c0_g1	0	1	2	0	0	1	1	2	1	0	0	2	2	3	3	3	0	1	1	3	6	2	4	3	ECEF_Leg_TRINITY_DN2009_c0_g1
ECEF_Leg_TRINITY_DN23166_c0_g1	260.01	836.03	1044.59	979.3	409.15	436.33	1130.97	762.75	405.83	185.17	91.58	1609.19	2125.14	1236	1892.33	2486.11	350.67	612.93	658.74	966.17	1071.77	85.18	1074.58	102.57	ECEF_Leg_TRINITY_DN23166_c0_g1
ECEF_Abd_TRINITY_DN16143_c0_g1	125	186	225	173	34	99	210	145	61	12	8	104	118	116	111	134	55	100	71	100	100	11	88	11	ECEF_Abd_TRINITY_DN16143_c0_g1
ECEF_Wing3_TRINITY_DN17712_c0_g1	0	2	2	5	4	2	4	8	0	0	0	3	1	2	0	1	1	0	0	0	2	0	4	0	ECEF_Wing3_TRINITY_DN17712_c0_g1
ECEF_Eye_TRINITY_DN23119_c0_g2	576	870	1294	1145	457	682	1457	1176	575	164	114	1801	2557	1213	1945	2643	556	1063	955	1449	1544	172	2424	168	ECEF_Eye_TRINITY_DN23119_c0_g2
ECEF_Abd_TRINITY_DN92_c0_g1	304.7	174.99	401.23	342.58	148.09	172.29	530.81	365.33	252.96	66.88	23.25	732.85	1111.54	482.38	925.66	1268.27	459.23	729.48	742.91	1037.65	1120.77	182.7	1373.46	191.32	ECEF_Abd_TRINITY_DN92_c0_g1
ECEF_Wing2_TRINITY_DN18429_c0_g1	95	129	182	117	34	50	115	67	15	6	1	25	21	8	6	19	12	50	30	27	15	9	17	1	ECEF_Wing2_TRINITY_DN18429_c0_g1
ECEF_Abd_TRINITY_DN9955_c0_g1	213	266	544	409	228	283	501	418	185	45	37	432	537	379	476	609	357	559	642	682	783	114	932	124	ECEF_Abd_TRINITY_DN9955_c0_g1
ECEF_Abd_TRINITY_DN18265_c0_g1	80	0	0	0	18	0	0	0	23	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	ECEF_Abd_TRINITY_DN18265_c0_g1
ECEF_Leg_TRINITY_DN22266_c0_g3	338.74	626.35	884.49	720.38	369.61	545.47	1080.13	575.54	306.19	93.22	59	882.27	1078.91	578.91	995.05	1254.03	283.84	566.22	430.02	864.96	772.34	111.44	724.07	50.33	ECEF_Leg_TRINITY_DN22266_c0_g3
ECEF_Leg_TRINITY_DN12100_c0_g1	1	4	16	15	4	3	6	7	2	3	0	17	12	12	10	17	4	11	6	7	13	2	14	2	ECEF_Leg_TRINITY_DN12100_c0_g1
ECEF_Meso_TRINITY_DN29231_c1_g4	683	859	1167	904	503	592	1218	929	707	152	77	1131	1604	940	1310	1591	658	705	629	1014	1263	173	1134	116	ECEF_Meso_TRINITY_DN29231_c1_g4
ECEF_Leg_TRINITY_DN24430_c0_g1	693	461	1760	196	391	213	187	64	509	95	72	154	1091	195	124	134	168	255	502	121	744	29	135	9	ECEF_Leg_TRINITY_DN24430_c0_g1
ECEF_Wing3_TRINITY_DN29563_c0_g2	3	7	1	2	1	2	5	3	1	0	0	2	0	4	6	5	1	3	2	5	6	0	9	0	ECEF_Wing3_TRINITY_DN29563_c0_g2
ECEF_Meso_TRINITY_DN23802_c0_g1	276	111	579	137	117	213	234	237	210	16	62	98	262	459	278	469	263	189	343	96	230	51	304	36	ECEF_Meso_TRINITY_DN23802_c0_g1
ECEF_Abd_TRINITY_DN15325_c0_g1	482	349	780	575	205	319	646	550	366	73	36	548	664	454	545	676	547	623	793	785	823	155	1066	93	ECEF_Abd_TRINITY_DN15325_c0_g1
ECEF_Eye_TRINITY_DN16529_c0_g1	0	5.72	5.25	8.03	0	0	4.93	0	8.07	4.05	0	20.97	22.04	0	23.98	0	0	0	8.22	14.86	2.59	3.18	15.52	3.31	ECEF_Eye_TRINITY_DN16529_c0_g1
ECEF_Wing3_TRINITY_DN25670_c0_g2	4	2	10	8	27	8	15	19	18	9	1	18	23	23	29	32	7	14	11	10	14	6	15	7	ECEF_Wing3_TRINITY_DN25670_c0_g2
ECEF_Abd_TRINITY_DN22110_c0_g1	1249	1510	3129	2638	858	1422	2818	1689	1746	361	376	4496	4816	3022	4203	5521	2287	2103	3327	4001	4464	461	4583	398	ECEF_Abd_TRINITY_DN22110_c0_g1
ECEF_Abd_TRINITY_DN18474_c0_g1	631	70	80	144	65	43	26	37	615	8	10	160	157	62	21	119	858	183	245	345	500	30	121	6	ECEF_Abd_TRINITY_DN18474_c0_g1
ECEF_Abd_TRINITY_DN21922_c1_g1	86	8	5	14	7	0	0	2	39	0	0	8	6	3	0	5	47	6	7	18	20	1	0	0	ECEF_Abd_TRINITY_DN21922_c1_g1
ECEF_Leg_TRINITY_DN19337_c0_g1	128.41	424.37	585.92	225.64	92.1	266.35	1237.47	716.73	185.15	63.37	53.65	308.81	406.6	498.29	1400.03	1122.94	260.18	327.05	516.38	293.89	565.89	106.46	2455.58	194.47	ECEF_Leg_TRINITY_DN19337_c0_g1
ECEF_Pro_TRINITY_DN23571_c0_g1	18	74	164	68	54	170	295	257	33	11	23	97	450	411	584	764	72	86	88	85	304	55	214	25	ECEF_Pro_TRINITY_DN23571_c0_g1
ECEF_Wing2_TRINITY_DN22924_c2_g1	298.37	386.61	385.08	517.9	119.08	217.19	364.77	234.45	185.68	28.33	18.84	266.35	300.79	181.47	202.42	330.41	260.76	329.37	221.69	346.64	376.17	55.09	405.88	34.32	ECEF_Wing2_TRINITY_DN22924_c2_g1
ECEF_Abd_TRINITY_DN20248_c0_g1	1083	1062	2307	2329	699	1116	1842	1324	842	153	129	1893	1993	1259	1326	1654	1275	1699	2195	2482	3069	532	2653	192	ECEF_Abd_TRINITY_DN20248_c0_g1
ECEF_Eye_TRINITY_DN23921_c1_g1	4.3	13.95	7.77	8.43	1.62	1.62	3.83	5.31	12.94	0	0	0	18.56	16.23	0	9.42	27.07	57.64	36.05	51.54	44.3	12.36	59.04	3.36	ECEF_Eye_TRINITY_DN23921_c1_g1
ECEF_Abd_TRINITY_DN16903_c0_g1	727	733	1440	1439	500	780	1597	1491	548	184	118	1736	2307	1402	1817	2305	801	1281	1454	1834	2183	288	2747	205	ECEF_Abd_TRINITY_DN16903_c0_g1
ECEF_Meso_TRINITY_DN25046_c0_g1	39	49.12	90.79	73.21	41	36.7	85.11	77.12	31	12.53	2	59.47	60.76	49.48	67.83	65.55	7.45	30.89	34.85	52.69	75.82	5.8	63.56	6.52	ECEF_Meso_TRINITY_DN25046_c0_g1
ECEF_Abd_TRINITY_DN15185_c0_g1	312	407	628	615	277	337	721	881	269	112	57	874	1191	561	840	1183	347	706	602	803	983	116	1214	107	ECEF_Abd_TRINITY_DN15185_c0_g1
ECEF_Wing3_TRINITY_DN25879_c2_g1	42	206	165	78	39	55	62	76	114	79	23	148	253	111	130	184	101	109	178	234	234	33	115	11	ECEF_Wing3_TRINITY_DN25879_c2_g1
ECEF_Wing3_TRINITY_DN29066_c1_g1	10	17.67	13.85	33	11	13.79	48.49	47.9	3	6	4	24.65	37	11	16	32	18.99	32	19.99	23.99	48.77	5	53	6	ECEF_Wing3_TRINITY_DN29066_c1_g1
ECEF_Leg_TRINITY_DN21655_c0_g1	102	33	397	527	49	15	9	21	112	4	20	482	194	7	13	56	188	23	411	395	452	5	63	2	ECEF_Leg_TRINITY_DN21655_c0_g1
ECEF_Leg_TRINITY_DN25434_c0_g1	1	8	13	5	2	5	5	4	8	3	0	5	9	6	13	12	5	6	3	4	4	0	3	0	ECEF_Leg_TRINITY_DN25434_c0_g1
ECEF_Wing2_TRINITY_DN20757_c0_g1	41.85	91.78	98.8	76.25	17.55	61.98	61.24	53.86	37.22	18.09	6.95	79.4	103.72	50.1	43.47	75.02	54.69	37.01	53.51	57.46	86.69	16.07	75.15	3.92	ECEF_Wing2_TRINITY_DN20757_c0_g1
ECEF_Abd_TRINITY_DN22269_c1_g1	26.67	46.41	62.65	57.98	26.1	23.53	63.33	60.55	25.62	15.94	4.33	61.85	98.94	48.11	101.64	120.59	13	59.23	29.65	55.53	105.56	2.14	95.98	6	ECEF_Abd_TRINITY_DN22269_c1_g1
ECEF_Abd_TRINITY_DN17145_c0_g1	343	477	714	608	266	427	932	771	147	82	36	599	831	369	604	837	272	436	454	576	745	86	777	64	ECEF_Abd_TRINITY_DN17145_c0_g1
ECEF_Abd_TRINITY_DN15245_c0_g1	220	133	194	239	60	85	148	167	122	30	14	287	199	104	129	219	131	159	176	231	181	27	200	10	ECEF_Abd_TRINITY_DN15245_c0_g1
ECEF_Wing2_TRINITY_DN23362_c4_g2	10	36	54	58	28	32	64	53	13	12	3	74	104	54	75	116	28	45	44	75	98	8	90	13	ECEF_Wing2_TRINITY_DN23362_c4_g2
ECEF_Meso_TRINITY_DN29244_c2_g1	5	18	19	27	5	15	31	4	11	5	5	29	46	25	32	32	8	5	6	15	20	3	21	5	ECEF_Meso_TRINITY_DN29244_c2_g1
ECEF_Wing2_TRINITY_DN24088_c3_g1	10.63	62.27	49.37	25.45	20.36	33.5	78.69	18.59	39.9	8.54	0	41.21	94.41	42.28	75.18	75.52	22.38	20.1	27.17	44.63	61.26	12.14	27.48	7.85	ECEF_Wing2_TRINITY_DN24088_c3_g1
ECEF_Meso_TRINITY_DN1094_c0_g1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	2	1	0	0	1	0	0	1	0	ECEF_Meso_TRINITY_DN1094_c0_g1
ECEF_Abd_TRINITY_DN18678_c0_g1	236.11	337.69	426.2	418.69	192.72	146.47	486.47	338.72	79.49	26.27	10.38	218.37	324.95	154.03	267.34	371.42	42.77	88.48	55.08	157.05	188.72	6.28	206.11	8.35	ECEF_Abd_TRINITY_DN18678_c0_g1
ECEF_Wing2_TRINITY_DN21846_c2_g2	110.39	168.92	314.33	342.66	94.33	262.62	653.06	362.8	164.55	68.17	55.98	571.85	807.18	487.57	578.04	747.43	147.41	264.72	385.28	459.03	487.05	132.5	649.67	41.04	ECEF_Wing2_TRINITY_DN21846_c2_g2
ECEF_Abd_TRINITY_DN16956_c0_g1	86	0	0	1	6	0	0	0	26	0	0	0	1	0	1	0	13	0	0	1	0	0	0	0	ECEF_Abd_TRINITY_DN16956_c0_g1
ECEF_Abd_TRINITY_DN21353_c4_g4	612.96	827.97	1149.06	860.61	622.18	623.1	1250.52	996.51	739.97	148.04	93.19	1292.57	1822	1047.92	1382.02	2126.07	615.64	672.96	558.63	1057.32	1423.97	193.71	1215.36	175.94	ECEF_Abd_TRINITY_DN21353_c4_g4
ECEF_Leg_TRINITY_DN22140_c0_g1	10	14	49	38	14	7	23	27	11	9	7	35	20	18	22	34	22	35	41	45	64	1	52	1	ECEF_Leg_TRINITY_DN22140_c0_g1
ECEF_Meso_TRINITY_DN25298_c0_g1	140	64	45	71	28	25	10	16	193	25	3	165	159	81	18	90	224	208	186	238	384	24	2	8	ECEF_Meso_TRINITY_DN25298_c0_g1
ECEF_Eye_TRINITY_DN6973_c0_g1	1.19	14	6.4	7	7	0	11.71	2	11	2	1	7	19	11.84	8	26.11	4	10.55	5	5	10	1	10	0	ECEF_Eye_TRINITY_DN6973_c0_g1
ECEF_Meso_TRINITY_DN30951_c0_g1	0	0	0.18	0	0	2	1	1	0	0	0	0	0	0	1.68	1	0	0	0	1	3	0	0	0	ECEF_Meso_TRINITY_DN30951_c0_g1
ECEF_Wing2_TRINITY_DN20527_c0_g1	96	190	212	249	77	163	280	183	70	24	13	255	350	174	325	411	93	120	104	181	261	23	191	21	ECEF_Wing2_TRINITY_DN20527_c0_g1
ECEF_Eye_TRINITY_DN21154_c0_g1	1	19.3	13.29	3.13	0	6	8.08	1.03	5.27	5	0	3.14	6.21	4.14	9.8	9.13	3	33.69	6.27	10.24	4.23	0	9	0	ECEF_Eye_TRINITY_DN21154_c0_g1
ECEF_Wing2_TRINITY_DN18956_c0_g1	38	32	68	48	43	50	120	73	37	17	8	76	113	75	87	132	30	39	36	78	93	17	99	18	ECEF_Wing2_TRINITY_DN18956_c0_g1
ECEF_Meso_TRINITY_DN10521_c0_g2	5	15	10	20	1	8	13	5	4	4	4	27	28	11	28	42	11	21	21	40	46	4	35	1	ECEF_Meso_TRINITY_DN10521_c0_g2
ECEF_Leg_TRINITY_DN20530_c2_g1	926.15	964.1	1403.66	1488.11	490.73	826.35	1418.87	1194.66	763.07	211.22	109.84	2035.49	2399.82	1667.44	2136.27	2691.57	771.73	975.91	1176.58	1491.69	1796.09	198.7	1869.87	164.3	ECEF_Leg_TRINITY_DN20530_c2_g1
ECEF_Leg_TRINITY_DN24933_c0_g3	3	1	6	3	0	2	5	0	3	1	0	3	6	7	1	7	0	0	2	2	4	0	7	2	ECEF_Leg_TRINITY_DN24933_c0_g3
ECEF_Meso_TRINITY_DN25114_c0_g1	115	204	345	258	83	122	241	196	93	33	15	272	278	181	286	332	204	366	463	403	442	47	413	39	ECEF_Meso_TRINITY_DN25114_c0_g1
ECEF_Meso_TRINITY_DN31671_c0_g1	2	5	1	10	1	2	4	0	4	4	2	4	3	0	1	8	4	2	2	3	0	0	1	0	ECEF_Meso_TRINITY_DN31671_c0_g1
ECEF_Eye_TRINITY_DN3541_c0_g1	16	20	758	41	1	11	1	38	8	2	83	14	2	11	3	42	36	6	738	49	8	5	0	5	ECEF_Eye_TRINITY_DN3541_c0_g1
ECEF_Abd_TRINITY_DN13670_c0_g1	275	318	622	559	202	391	854	744	254	86	36	717	1117	544	718	1082	188	328	347	513	685	45	568	38	ECEF_Abd_TRINITY_DN13670_c0_g1
ECEF_Wing2_TRINITY_DN23458_c0_g2	9	15	15	17	12	8	21	22	0	0	0	8	2	3	4	3	5	4	6	11	36	6	8	3	ECEF_Wing2_TRINITY_DN23458_c0_g2
ECEF_Leg_TRINITY_DN15847_c0_g1	154	26	35	52	22	4	1	4	37	2	1	29	21	2	1	15	48	13	9	38	28	0	2	2	ECEF_Leg_TRINITY_DN15847_c0_g1
ECEF_Wing3_TRINITY_DN26513_c0_g1	100.07	178.91	204.35	138.45	194.59	140.19	263.54	207.03	129.87	59.9	24.75	306.36	475.35	326.24	484.21	580.73	66.75	165.32	141.01	274.82	312.87	74.45	320.32	57.18	ECEF_Wing3_TRINITY_DN26513_c0_g1
ECEF_Pro_TRINITY_DN23984_c1_g1	57.08	103.88	125.76	163.57	72.74	80.94	156.05	157.44	100.73	36.73	9	174.65	205.82	162.18	187.46	296.07	87.41	170.19	114.89	162.1	238.73	36.57	217.8	35.48	ECEF_Pro_TRINITY_DN23984_c1_g1
ECEF_Meso_TRINITY_DN22791_c1_g1	995.2	1258.82	2595.36	2062.39	1769.49	2203.57	5402.93	2663.53	1136.57	420.68	248.5	3469.38	5081.04	2471.7	2901.14	5101.56	987.9	1397.18	1529.66	3506.33	2879.91	653.83	3533.05	566.91	ECEF_Meso_TRINITY_DN22791_c1_g1
ECEF_Ovi_TRINITY_DN15301_c1_g1	13	21	18	37	26	16	28	32	6	4	2	21	19	16	14	21	8	17	12	12	28	6	23	14	ECEF_Ovi_TRINITY_DN15301_c1_g1
ECEF_Eye_TRINITY_DN13906_c0_g1	0	13	1	4	1	0	0	0	1	2	0	2	0	0	2	0	0	6	0	0	3	0	0	0	ECEF_Eye_TRINITY_DN13906_c0_g1
ECEF_Abd_TRINITY_DN17956_c0_g1	339	689	755	809	255	437	904	624	190	103	32	590	727	593	783	879	344	541	626	750	966	140	925	63	ECEF_Abd_TRINITY_DN17956_c0_g1
ECEF_Eye_TRINITY_DN6846_c0_g1	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	ECEF_Eye_TRINITY_DN6846_c0_g1
ECEF_Eye_TRINITY_DN12479_c0_g1	0	37	4	12	2	2	4	4	19	0	0	16	9	3	3	8	12	6	7	10	13	1	15	1	ECEF_Eye_TRINITY_DN12479_c0_g1
ECEF_Abd_TRINITY_DN21898_c0_g1	1039.65	1003.48	5958.14	2684.16	536.77	472.33	748.09	903.29	647.49	293.09	481.68	1831.57	1161.44	439.37	617.44	1325.46	691.14	927.5	4547.42	2210.5	1054.43	126.16	821.99	112.62	ECEF_Abd_TRINITY_DN21898_c0_g1
ECEF_Abd_TRINITY_DN20981_c0_g5	120.18	225.16	276.22	305.05	143.39	195.82	477.16	370.5	20.51	18.23	4.84	73.35	150.44	74.95	111.49	112.72	68.84	113.2	136.1	164.22	191.76	40.87	198.92	19.09	ECEF_Abd_TRINITY_DN20981_c0_g5
ECEF_Meso_TRINITY_DN28140_c0_g3	1	1	0	7	2	2	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	ECEF_Meso_TRINITY_DN28140_c0_g3
ECEF_Ovi_TRINITY_DN20309_c0_g1	81.57	134.94	225.61	179.74	80.97	164.86	370.21	244.31	39.8	13.32	4.81	170.54	243.95	153.59	223.15	192.91	65.48	66.45	55.65	103.54	137.83	29.82	124.96	6.18	ECEF_Ovi_TRINITY_DN20309_c0_g1
ECEF_Leg_TRINITY_DN24524_c1_g1	0	3.97	10.58	3.51	5.37	9.77	7.56	5.3	1.42	2	2	5.57	16.78	9	8.53	10.91	3	3.07	2.88	8.06	10.68	0.23	7.5	2.24	ECEF_Leg_TRINITY_DN24524_c1_g1
ECEF_Wing3_TRINITY_DN24387_c0_g1	3	13	17	14	12	9	18	21	13	9	1	29	41	25	26	37	14	28	30	33	49	4	42	4	ECEF_Wing3_TRINITY_DN24387_c0_g1
ECEF_Pro_TRINITY_DN24121_c0_g1	58.97	83.22	74.03	78.81	71.1	72.74	76.76	69.07	49.75	13.07	4.04	49.3	102.56	37.48	59.1	82.08	76.99	115.69	55.33	86.5	390.74	25.28	102.32	19.07	ECEF_Pro_TRINITY_DN24121_c0_g1
ECEF_Wing3_TRINITY_DN26961_c1_g1	111	11	24	14	12	7	170	198	114	2	4	60	17	50	263	331	152	102	89	89	26	4	1048	184	ECEF_Wing3_TRINITY_DN26961_c1_g1
ECEF_Wing2_TRINITY_DN11780_c0_g1	0	0	1	1	0	1	3	1	1	0	0	1	0	0	1	2	0	0	1	1	1	0	3	0	ECEF_Wing2_TRINITY_DN11780_c0_g1
ECEF_Wing3_TRINITY_DN25010_c1_g1	600	587	765	1058	442	657	1259	1005	438	85	46	767	1074	660	931	1198	596	744	739	1096	1455	234	1567	117	ECEF_Wing3_TRINITY_DN25010_c1_g1
ECEF_Leg_TRINITY_DN21206_c0_g1	57.27	111.69	260.55	431.75	165.8	71.04	156.32	133.01	172.76	51.56	34.96	537.91	333.66	173.16	395.49	497.64	46.21	147.78	168.1	225.44	261.47	27.32	142.63	53.97	ECEF_Leg_TRINITY_DN21206_c0_g1
